194,"Mr. Eyitayo Jegede, SAN",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:23:03","2019-05-12 03:23:03"
195,"Mr. Akin Osinbajo, SAN",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:23:56","2019-05-12 03:23:56"
196,"Hon. Justice Olasehinde Kumuyi",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:24:38","2019-05-12 03:24:38"
197,"Hon. Justice A.S. Daramola",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:25:29","2019-05-12 03:25:29"
198,"Hon. Justice G. M. Nabaruma",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:26:20","2019-05-12 03:26:20"
199,"Hon. Justice Peter N.C. Umeadi",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:27:12","2019-05-12 03:27:12"
200,"Hon. Justice J. Y. Tuktur",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:27:56","2019-05-12 03:27:56"
201,"Hon. Justice O.O. Olopade, CON",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:28:56","2019-05-12 03:28:56"
202,"Mr. Kamaldeen Ajibade, SAN",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:30:02","2019-05-12 03:30:02"
203,"Mr. Sani Garun Gabas, SAN",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:30:35","2019-05-12 03:33:17"
204,"Chief John A.A. Ochoga",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:31:51","2019-05-12 03:34:17"
205,"Lady Debbie Obodokwu",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:35:08","2019-05-12 03:35:08"
206,"Mr. Olumuyiwa Akinboro, SAN",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:35:51","2019-05-12 03:35:51"
207,"Ebenezer Obeya, Esq",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:36:32","2019-05-12 03:36:32"
208,"Ibrahim Eddy Mark, Esq",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:37:08","2019-05-12 03:37:08"
209,"Mrs. H. A. Turaki",,"<p>Mrs. Halimatu Abdullahi Turaki is the Secretary of the Body of Benchers. She is an alumnus of the Bayero University, Kano and the Nigerian Law School, Lagos.</p><p>She started her career as a Legal Officer at the National Maritime Authority and later served as Solicitor at Crystal Chambers before joining the Federal Ministry of Justice. She was also an Assistant Legal Adviser of the Nigeria Customs Service.</p><p>Her role is the Executive Head and Chief Accounting Officer of the Body of Benchers.<br>• Renders Financial Accounting returns to the Office of the Accountant General of the Federation<br>• Ensures that Rules, Regulations and Procedures of the Body are adhered to according to stipulated law<br>• Ensures that management and financial controls are put I place<br>• Ensures prudence in collection and expenditure of all revenue<br>• Ensure personal appearance before the public Account Committee<br>• Receives petition from the public<br>• Keeps records and seal of the Body<br>• Any other duty as may be assigned by the Chairman Body of Benchers from time to time<br>• Supervise all the unit of the Secretariat<br>• Secretary to all the committees of the Secretariat<br>• Secretary to all the committees of the Body (this can be delegated).</p>","2019-05-12 03:37:47","2019-05-13 15:43:46"
210,"Hon. Justice O. F. Omoleye",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:38:26","2019-05-12 03:38:26"
211,"Hon. Justice H. M. Ogunwunmiju",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:39:24","2019-05-12 03:39:24"
212,"Prof. Yemi Osinbajo, SAN, GCON",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:40:04","2019-05-12 03:40:04"
213,"S. Ibrahim Tahir, Esq",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:40:47","2019-05-12 03:40:47"
214,"Hon. Justice Olufunola O. Adekeye, CON",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:41:39","2019-05-12 03:41:39"
215,"Hon. Justice S. S. Alagoa",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:42:43","2019-05-12 03:42:43"
216,"Hon. Justice Oyebola O. Ojo",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:43:19","2019-05-12 03:43:19"
217,"Hon. Justice S. U. Dikko",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:44:06","2019-05-12 03:44:06"
218,"Hon. Justice Aminu Sabo Ringim",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:44:47","2019-05-12 03:44:47"
219,"Prof. Ogugua V. C. Ikpeze",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:45:26","2019-05-12 03:45:26"
220,"Prince Lateef Fagbemi, SAN",,"<p>Life Bencher.</p>","2019-05-12 03:46:08","2019-05-13 11:07:55"
221,"Chief Nyesom Ezenwo Wike, CON",,"<p>Life Bencher.</p>","2019-05-12 03:46:48","2019-05-13 11:06:56"
222,"Alh. Bashir M. Dalhatu",,"<p>Life Bencher, Former Chairman.</p>","2019-05-12 03:47:58","2019-05-12 03:47:58"
